Title,Artist,Link
 Unknown ,Alan M. Alexander,https://collections.ed.ac.uk/art/record/50598?highlight=*:*
 Gem cabinet 5 (of 6) containing 43 medallions ,Unknown,https://collections.ed.ac.uk/art/record/20619?highlight=*:*
 Untitled ,,https://collections.ed.ac.uk/art/record/21840?highlight=*:*
 Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53520?highlight=*:*
 Standing Male Nude (1954),John P Busby,https://collections.ed.ac.uk/art/record/21377?highlight=*:*
 Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53661?highlight=*:*
 Portrait of an Elderly Woman (1960),Dorothea Brown,https://collections.ed.ac.uk/art/record/20994?highlight=*:*
 Seated Nude (1953),Robert L Thomson,https://collections.ed.ac.uk/art/record/21121?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/53546?highlight=*:*
 Untitled (Jan 1997),Sharon Cornwill,https://collections.ed.ac.uk/art/record/21920?highlight=*:*
 Portrait of a Man (1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/21331?highlight=*:*
 History of a Medium (1971),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21696?highlight=*:*
 Standing Male Nude (1959),Lys Hansen,https://collections.ed.ac.uk/art/record/20955?highlight=*:*
 Untitled ,Kirkland Main,https://collections.ed.ac.uk/art/record/99987?highlight=*:*
" Commercial Street, Leith (Jan 1950)",John W. Corner,https://collections.ed.ac.uk/art/record/50515?highlight=*:*
 Untited (1986),Paul Furneaux,https://collections.ed.ac.uk/art/record/21611?highlight=*:*
 Untitled (1946),Dorothy M. Peach,https://collections.ed.ac.uk/art/record/21738?highlight=*:*
 Needle lace mat ,Unknown,https://collections.ed.ac.uk/art/record/102712?highlight=*:*
 Untitled (1968),Michael Jannarelli,https://collections.ed.ac.uk/art/record/22505?highlight=*:*
 Tiger Tiger (Unknown),Enid Marx,https://collections.ed.ac.uk/art/record/21664?highlight=*:*
 Untitled (Unknown),Sabine R,https://collections.ed.ac.uk/art/record/21640?highlight=*:*
 Standing Male Nude (1939),Heather Measham,https://collections.ed.ac.uk/art/record/21137?highlight=*:*
 Unknown (1950),Francis Curran,https://collections.ed.ac.uk/art/record/50505?highlight=*:*
 Champagne (1993),Robert I Montgomery,https://collections.ed.ac.uk/art/record/99416?highlight=*:*
 Portrait of a Man (11 NOV 1957),R Wright,https://collections.ed.ac.uk/art/record/20904?highlight=*:*
 Untitled (1966),Maureen Dawson,https://collections.ed.ac.uk/art/record/99845?highlight=*:*
 Blue Waterfall ,Andrew Mackenzie,https://collections.ed.ac.uk/art/record/20751?highlight=*:*
 Dying Gaul (1822),Unknown,https://collections.ed.ac.uk/art/record/20597?highlight=*:*
 Portrait of a Man (1956),Lawrence F. Baxter,https://collections.ed.ac.uk/art/record/21182?highlight=*:*
 Standing Male Nude (1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/21332?highlight=*:*
 Standing Male Nude ,John Houston,https://collections.ed.ac.uk/art/record/21047?highlight=*:*
 Ship in the Dockyard ,Caroline Boyle,https://collections.ed.ac.uk/art/record/21502?highlight=*:*
 View of a Street and Market in Assisi (1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/20853?highlight=*:*
 The Boundary of Balance (2019),Dong Ding,https://collections.ed.ac.uk/art/record/113743?highlight=*:*
 Horse of Selene from the east pediment ,,https://collections.ed.ac.uk/art/record/20634?highlight=*:*
 Still Life with Goblets (1959),Alan M. Alexander,https://collections.ed.ac.uk/art/record/22743?highlight=*:*
 In the Garden (2019),Zuzana Ullmannová,https://collections.ed.ac.uk/art/record/113745?highlight=*:*
 Jug ,Emma Gillies,https://collections.ed.ac.uk/art/record/122541?highlight=*:*
 Landscape (1961),Robin Forrester,https://collections.ed.ac.uk/art/record/21294?highlight=*:*
 Standing Male Nude ,John Hunter,https://collections.ed.ac.uk/art/record/21043?highlight=*:*
 Unknown (1953-1954),Peter G. Collins,https://collections.ed.ac.uk/art/record/50540?highlight=*:*
 Seated Female Nude (1954),Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/21409?highlight=*:*
 Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50463?highlight=*:*
 Seated Male Nude (1965-1966),H Chart,https://collections.ed.ac.uk/art/record/21268?highlight=*:*
 Untitled (1961),Norma Kirk,https://collections.ed.ac.uk/art/record/22010?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/53536?highlight=*:*
 Untitled - Holyrood Palace (1978-1979),Thomas F. C. Denny,https://collections.ed.ac.uk/art/record/99413?highlight=*:*
 Small relief with figure in clerical dress ,,https://collections.ed.ac.uk/art/record/20611?highlight=*:*
 Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53658?highlight=*:*
 Minotaur ,Paul Duffus,https://collections.ed.ac.uk/art/record/102661?highlight=*:*
 Kneeling Male Nude (1965-1966),George Donald,https://collections.ed.ac.uk/art/record/21174?highlight=*:*
 Portrait of a Man ,A Sinclair,https://collections.ed.ac.uk/art/record/21471?highlight=*:*
 15th Century Italian (Feb 1982),Carol Binnie,https://collections.ed.ac.uk/art/record/21976?highlight=*:*
 Replica of parthenon slab PF049 ,,https://collections.ed.ac.uk/art/record/20653?highlight=*:*
 Untitled (1963),Monika L. Uecher,https://collections.ed.ac.uk/art/record/21774?highlight=*:*
 Riders from the North Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20701?highlight=*:*
 The Calvaryman (1949),James W. H. Cumming,https://collections.ed.ac.uk/art/record/122884?highlight=*:*
 Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21857?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/53504?highlight=*:*
 Reclining Female Nude (1957),Peter Coyle,https://collections.ed.ac.uk/art/record/20968?highlight=*:*
 (n) (fr) Les Voyeurs (1984),David C Duke,https://collections.ed.ac.uk/art/record/99247?highlight=*:*
 Seated Female Nude ,Colin Lawson,https://collections.ed.ac.uk/art/record/20774?highlight=*:*
 Lid ,Emma Gillies,https://collections.ed.ac.uk/art/record/122076?highlight=*:*
 Unknown (1949),Mary D Thomson,https://collections.ed.ac.uk/art/record/50452?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21978?highlight=*:*
 Sugar Bowl with Spoon ,Janet Gillies,https://collections.ed.ac.uk/art/record/122545?highlight=*:*
 View from a Window ,Sylvia Mackiewicz,https://collections.ed.ac.uk/art/record/21453?highlight=*:*
 Dog (1966),James Fairgrieve,https://collections.ed.ac.uk/art/record/21345?highlight=*:*
 Untitled - Print of Figures Lying in a Garden (1962),Ann F Ward,https://collections.ed.ac.uk/art/record/99337?highlight=*:*
 Untitled (1965),Wilson,https://collections.ed.ac.uk/art/record/22485?highlight=*:*
 Portrait of a Man ,Kirsty Ratt,https://collections.ed.ac.uk/art/record/21439?highlight=*:*
 Reclining Female Nude (1948),Victorine Anne Schilsky,https://collections.ed.ac.uk/art/record/20831?highlight=*:*
 Side Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53612?highlight=*:*
 Unknown (24 May 1962),John Picking,https://collections.ed.ac.uk/art/record/50551?highlight=*:*
 Riders from South Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20720?highlight=*:*
 Unknown (1963),Ruth Walker,https://collections.ed.ac.uk/art/record/50504?highlight=*:*
 Seated Female Nude (Circa 1964),Alexander Moffat,https://collections.ed.ac.uk/art/record/21337?highlight=*:*
 Untitled - Nude Female Sitting (1967),Kevin Maguire,https://collections.ed.ac.uk/art/record/99359?highlight=*:*
 Seated Female Nude on Yellow Spread (Circa 1950),Thomas E. Clapperton,https://collections.ed.ac.uk/art/record/122888?highlight=*:*
 Unknown (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/50499?highlight=*:*
 Blackwork' sampler. Miss Waddel ,Miss Waddell,https://collections.ed.ac.uk/art/record/102670?highlight=*:*
 Plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53705?highlight=*:*
" Unknown, Abstract ",Paresh Chandra Chakraborty,https://collections.ed.ac.uk/art/record/99485?highlight=*:*
 For They Shall See God (2006),Jennifer M. Hughes,https://collections.ed.ac.uk/art/record/99881?highlight=*:*
" Acanthus Scrolls, Temple of Venus Genetrix, Rome ",Unknown,https://collections.ed.ac.uk/art/record/20560?highlight=*:*
 Esme (1949),Betty Elston,https://collections.ed.ac.uk/art/record/22694?highlight=*:*
 Unknown ,Iain Holden,https://collections.ed.ac.uk/art/record/53534?highlight=*:*
 Benin Head (1964-1964),Vincent Butler,https://collections.ed.ac.uk/art/record/99224?highlight=*:*
 Jug ,Emma Gillies,https://collections.ed.ac.uk/art/record/53740?highlight=*:*
 Standing Female Nude (1957),D G Seymour,https://collections.ed.ac.uk/art/record/20963?highlight=*:*
 Wall hanging (1939),Unknown,https://collections.ed.ac.uk/art/record/100009?highlight=*:*
 Untitled (1947),Sheila Turnbull,https://collections.ed.ac.uk/art/record/111032?highlight=*:*
 Abstract with Blue Stripes (quadriptych) (1969),Ian G. Robertson,https://collections.ed.ac.uk/art/record/22569?highlight=*:*
 Anat (1966),Norman Orr,https://collections.ed.ac.uk/art/record/99405?highlight=*:*
 November Afternoon (1982),Gwyneth M. Leech,https://collections.ed.ac.uk/art/record/99433?highlight=*:*
 Standing Male Nude (1953),James Martin,https://collections.ed.ac.uk/art/record/20952?highlight=*:*
 Two Figures in a Landscape ,Unknown,https://collections.ed.ac.uk/art/record/21484?highlight=*:*
 Stately Dance (1947),Allan W. Robson,https://collections.ed.ac.uk/art/record/21741?highlight=*:*
 Jug (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122134?highlight=*:*
 Oranges (2018),Jessica Gasson,https://collections.ed.ac.uk/art/record/102753?highlight=*:*
 Unknown (1960),Alan M. Alexander,https://collections.ed.ac.uk/art/record/50596?highlight=*:*
 Unknown (1949),John Thomson,https://collections.ed.ac.uk/art/record/50483?highlight=*:*
 Unknown (1965),William S. T. Brodie,https://collections.ed.ac.uk/art/record/53597?highlight=*:*
 Replica cast (brown) of Parthenon slab GE33 ,Unknown,https://collections.ed.ac.uk/art/record/20657?highlight=*:*
 Composition with Washing Line (Circa 1987),Gary Ferguson,https://collections.ed.ac.uk/art/record/22620?highlight=*:*
 (2003),Unknown,https://collections.ed.ac.uk/art/record/99930?highlight=*:*
 Still Life with Honesty (1962),L. Johns,https://collections.ed.ac.uk/art/record/122965?highlight=*:*
 Untitled (Unknown),Annabel Keatley,https://collections.ed.ac.uk/art/record/21609?highlight=*:*
 Portrait of a Man in Spectacles (1958),Richard McNeill,https://collections.ed.ac.uk/art/record/20891?highlight=*:*
" Metope 3, south entablature, Parthenon (1837)",,https://collections.ed.ac.uk/art/record/20641?highlight=*:*
 Works of a Strange Device: Drawing Smoke (2016),"Suzanne Priestley, Jonathan Lyn",https://collections.ed.ac.uk/art/record/99239?highlight=*:*
 Horse (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122121?highlight=*:*
 Stairway (Circa 1979),Jean B. M. Lothian,https://collections.ed.ac.uk/art/record/22636?highlight=*:*
 Hedge Cut (1998),John Brown,https://collections.ed.ac.uk/art/record/21852?highlight=*:*
 Seated Female Nude (1939-1940),Robert A Campbell,https://collections.ed.ac.uk/art/record/21128?highlight=*:*
 Unknown (1950),John W. Corner,https://collections.ed.ac.uk/art/record/50519?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/53505?highlight=*:*
 Untitled (2002),Adrian Rodriguez,https://collections.ed.ac.uk/art/record/99944?highlight=*:*
 Untitled (1983),Susan Coles,https://collections.ed.ac.uk/art/record/21892?highlight=*:*
 Unnamed (2002),Ky Ober,https://collections.ed.ac.uk/art/record/99950?highlight=*:*
" Metope 11, south entablature, Parthenon (1837)",,https://collections.ed.ac.uk/art/record/20648?highlight=*:*
 Untitled (1981),Jodie Pear,https://collections.ed.ac.uk/art/record/21922?highlight=*:*
 Seated Female Nude (1953),Diana Douglas-Hamilton,https://collections.ed.ac.uk/art/record/20927?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99825?highlight=*:*
 Standing Male Nude (1958),Andrew P. W. Conkie,https://collections.ed.ac.uk/art/record/22716?highlight=*:*
 etc (2006),Catherine Robbie,https://collections.ed.ac.uk/art/record/99865?highlight=*:*
 Racing Circuit (1987-1988),Jane V Hyslop,https://collections.ed.ac.uk/art/record/21456?highlight=*:*
 Seated Female Nude (1957),Colin Turner,https://collections.ed.ac.uk/art/record/20966?highlight=*:*
 Male Nude Leaning on a Table (verso) ,Unknown,https://collections.ed.ac.uk/art/record/22650?highlight=*:*
 Dying Adonis (Pre 1837),Clement Pappi,https://collections.ed.ac.uk/art/record/20596?highlight=*:*
 Portrait of a Young Woman (1965),Irene Scott,https://collections.ed.ac.uk/art/record/21292?highlight=*:*
 Portrait of a Seated Woman (1958),Peter Standen,https://collections.ed.ac.uk/art/record/20865?highlight=*:*
 Drawing of a Man's Head (1955),James Robertson,https://collections.ed.ac.uk/art/record/20804?highlight=*:*
 Seated Female Nude (1953),George Hamilton,https://collections.ed.ac.uk/art/record/20931?highlight=*:*
 Untitled - Figured Drawing of Nude Woman on a Couch (1963),Gordon Bryce,https://collections.ed.ac.uk/art/record/99329?highlight=*:*
 Sienna Cathedral (1982),Ann Oram,https://collections.ed.ac.uk/art/record/102660?highlight=*:*
 Unknown (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/53557?highlight=*:*
 Woman with Fish on her Head ,John Bellany,https://collections.ed.ac.uk/art/record/21530?highlight=*:*
 Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53513?highlight=*:*
 Portrait of Woman in White Blouse (1962),Elizabeth G. Kellar,https://collections.ed.ac.uk/art/record/22714?highlight=*:*
 Untitled (1977),Eve F. Thomson,https://collections.ed.ac.uk/art/record/99826?highlight=*:*
 Unknown (1949),Margaret Moodie,https://collections.ed.ac.uk/art/record/50492?highlight=*:*
 Art Magazine Ads (1988-1989),Jeff Koons,https://collections.ed.ac.uk/art/record/21365?highlight=*:*
 Aix: Moroccan Women (1955),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21031?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/50397?highlight=*:*
 Seated Female Nude (1994-1995),Nicholas Otter,https://collections.ed.ac.uk/art/record/21510?highlight=*:*
 Bathers (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/122853?highlight=*:*
 Portrait of a Woman (1959),William D. MacKay,https://collections.ed.ac.uk/art/record/22715?highlight=*:*
 Untitled (1963),Andrew Raeburn,https://collections.ed.ac.uk/art/record/22018?highlight=*:*
 Untitled - Abstract Figures and Shapes (1965-1966),James B. Thomson,https://collections.ed.ac.uk/art/record/99449?highlight=*:*
 Portrait of a Woman (1956),John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA,https://collections.ed.ac.uk/art/record/21184?highlight=*:*
 Yellow Mist ,Unknown,https://collections.ed.ac.uk/art/record/122799?highlight=*:*
 Untitled (1946),Eileen Bennett,https://collections.ed.ac.uk/art/record/21733?highlight=*:*
 Still Life (Circa 1970),Patrick J. Hickey,https://collections.ed.ac.uk/art/record/22606?highlight=*:*
" Metope 9, south entablature, Parthenon (1837)",,https://collections.ed.ac.uk/art/record/20645?highlight=*:*
 Untitled ,Marjorie-Ann Ancell,https://collections.ed.ac.uk/art/record/21612?highlight=*:*
 Limits (2014),Phoebe Mitchell,https://collections.ed.ac.uk/art/record/54759?highlight=*:*
 Portrait of Woman with Hat (1974),Alan T. Johnston,https://collections.ed.ac.uk/art/record/122704?highlight=*:*
 Untitled (1989),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21562?highlight=*:*
 The Strike (1953),Robert Marx,https://collections.ed.ac.uk/art/record/21691?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21563?highlight=*:*
 William Shakespeare Otelo (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22040?highlight=*:*
 Untitled ,A. Parkinson,https://collections.ed.ac.uk/art/record/112501?highlight=*:*
 Reclining Female Nude (14 DEC 1952),Llewella Brayne,https://collections.ed.ac.uk/art/record/20940?highlight=*:*
 Rockpools ,Rosemary Reid,https://collections.ed.ac.uk/art/record/20762?highlight=*:*
 Riders from South Frieze of the Parthenon (1836-1837),,https://collections.ed.ac.uk/art/record/20721?highlight=*:*
 Madonna of the Roses (2007),Rachael Cawley,https://collections.ed.ac.uk/art/record/99968?highlight=*:*
 Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53626?highlight=*:*
 Cushendun (08 Apr 1968),Unknown,https://collections.ed.ac.uk/art/record/21496?highlight=*:*
 100 Billion Suns (2012),Katie Paterson,https://collections.ed.ac.uk/art/record/21002?highlight=*:*
 Untitled - Snowy Landscape (1962),Geoffrey J Roper,https://collections.ed.ac.uk/art/record/99368?highlight=*:*
 Standing Male Nudes (1950),Sheila Robertson,https://collections.ed.ac.uk/art/record/20808?highlight=*:*
 Portrait of a Woman (1959),W Bryden,https://collections.ed.ac.uk/art/record/21105?highlight=*:*
 Preparatory sketch for main composition (1960),Marjory Dickson,https://collections.ed.ac.uk/art/record/53529?highlight=*:*
